"","[운영체제, 원리, 개념, 이해, 운영체제, 제공, 서비스, 이해, 운영체제, 설계, 구현, 이슈]"
"23511","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23538","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23554","[소프트웨어, 기술, 개념, 프로그램제작기법, 연습, 4차산업혁명, 인공지능, 로봇공학, 제조혁신, 기술혁신사례, 소프트웨어, 기술, 중요, 필요, 동작원리, 활용분야, 소프트웨어, 제작, 기술, 소프트웨어, 설계, 기술, 프로그램, 제작, 구분, 학생, 각자, 다양, 소프트웨어, 기반, 사회, 미래, 주도, 인재, 이해, 소프트웨어, 개념, 동작원리, 습득, 제작법, 경험, 소프트웨어, 기술, 자신, 활용, 적용, 기초, 소양, 함양, 해당, 주차, 부여, 방법, 항목, 과제]"
"23556","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23557","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23566","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23570","[대학, 계열, 학과, 특성, 진행, 학술영어, 학술영어, 글쓰기, 필요, 영어, 능력, 함양, 계열, 교과, 미래, 직업, 내용, 발표, 토론, 능력, 함양, 통합, 교육]"
"23590","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23591","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23596","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23627","[설명, 주입, 위주, 교육, 지양, 자유, 창의, 사고, 대학, 글쓰기, 소양, 분야, 실용, 글쓰기, 체득, 대학, 사회생활, 필요, 실용, 글쓰기능력, 배양, 중점, 아카데믹, 글쓰기, 달성, 교육, 첫째, 글쓰기, 가지, 기능, 장치, 효율, 전달, 방식, 둘째, 설명, 묘사, 서사, 논증, 다양, 서술, 방식, 보고서, 자기, 소개서, 실용, 글쓰기능력, 셋째, 수단, 효과, 표현, 능력, 원격수업, 방법]"
"23628","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23629","[대학, 계열, 학과, 특성, 진행, 학술영어, 학술영어, 글쓰기, 필요, 영어, 능력, 함양, 계열, 교과, 미래, 직업, 내용, 발표, 토론, 능력, 함양, 통합, 교육]"
"23639","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극]"
"23642","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 인공지능, 기초, 이론, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 인공지능, 이해]"
"23655","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23661","[인공지능, 전통, 인공지능, 출발, 현재, 기계, 딥러닝, 기존, 산업, 구조, 전반, 속도, 4차산업혁명, 기술, 자신, 빅데이터, 인터넷, 명령문, 그래프, 결과, 기계학습, 코드, 예측, 결과, 흥미, 재미, 구성, 인공지능, 빅데이터, 입력, 가공, 분석, 빅데이터, 분석기술, 필요, 인공지능, 미래, 사회, 중요, 부각, 파이썬, 기초, 빅데이터, 분석, 인공지능, 기초, 지식, 확립]"
"23672","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23676","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 파이썬, 프로그래밍언어, 이해, 인공지능, 실습, 인공지능, 이해]"
"23687","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23697","[4차산업혁명, 시대, 주목, 인공지능, 기초, 이론, 인공지능, 이론, 부분, 파이썬, 프로그래밍언어, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 진행, 인공지능, 이해, 인공지능, 기초, 이론, 머신러닝, 딥러닝, 라이브러리, 활용, 코딩실습, 교육, 인공지능, 이해]"
"23705","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 원칙, 대면, 가능, 일정, 홈페이지, 공지, 게시판, 주일, 공지, 계획, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23709","[인공지능, 개념, 설명, 딥러닝, 방식, 역전파, 내용, 계산 그래프, 기법, 시각, 전반, 이론, 실습, 파이썬, 언어, 인공지능, 방식, 교수, 역량, 실질, 예제, 이해]"
"23721","[공통, 기초, 필수, 대학생활, 적응, 이해, 바탕, 신입생, 진로비전, 설계, 신입생, 전공교수, 소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬]"
"23733","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23745","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입, 대학생활, 적응, 학업계획, 진로, 설계, 신입생, 대학생활, 적응, 학업계획, 비전, 수립, 정체, 확립, 지도, 교수, 유대, 강화]"
"23778","[대학, 신입, 대학생활, 일반, 대학, 신입, 대학교, 시스템, 적응]"
"23791","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23805","[대학생활, 기초, 스킬, 방식, 경험, 대학생활, 필요, 기초, 스킬, 습득]"
"23877","[인공지능, 개념, 설명, 딥러닝, 방식, 역전파, 내용, 계산 그래프, 기법, 시각, 전반, 이론, 실습, 파이썬, 언어, 인공지능, 방식, 교수, 역량, 실질, 예제, 이해]"
"23896","[필수활동, 선택활동, 활동, 대학생활, 이해, 적응, 선택활동, 학생, 개인, 자유, 선정, 가능, 주차, 실시, 활동, 소감문, 작성, 대학, 신입, 대학생활, 적응, 지도교수, 선배, 교류, 개인, 선택활동, 대학, 생활, 도움, 비전, 적극, 대학, 생황, 구성]"
"23897","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬]"
"23898","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23899","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23900","[과정, 신입생, 필수, 교양, 학생, 대학생활, 적응, 이해, 개인, 직업, 비전, 수립, 학생, 이해, 진로비전, 계획, 현장, 요구, 실질, 역량, 파악, 육성, 소그룹, 미만, 교수, 동료, 지속, 친밀, 의사, 소통, 달성, 중심, 문제, 기반, 기술, 일련, 입문, 학생, 동시, 문제, 해결, 동시, 문제해결능력, 향상, 과정, 주요, 신입생, 자신, 이해, 관계, 이해, 강사, 동료, 의사, 소통, 대학생활, 적응, 규제, 적극, 비전, 직업, 계획, 수립, 지원, 과정, 수료, 학생, 가지, 세부, 기술, 배양]"
"23901","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23902","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23903","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23905","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계]"
"23906","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23907","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23908","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자, 환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23909","[]"
"23910","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23929","[신입, 대학생활, 적응, 학업계획, 비전수립, 자기이해, 정체, 확립, 영역, 이해, 지도교수, 유대, 강화, 최종, 대학, 생활, 응력, 신입, 대학생활, 적응, 학업계획, 비전수립, 자기이해, 정체, 확립, 영역, 이해, 지도교수, 유대, 강화, 최종, 대학, 생활, 응력]"
"23930","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23931","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23932","[대학, 신입, 대상, 대학생활, 향후, 인생진로, 비전, 설계, 대학, 신입, 대상, 대학생활, 향후, 인생진로, 비전, 설계]"
"23933","[대학, 신입, 대상, 대학생활, 향후, 인생진로, 비전, 설계, 학생, 인생, 생각, 계획, 수립]"
"23934","[]"
"23935","[대학생활, 비전, 설계, 신입생, 자기이해, 교수, 학생, 소통, 원활, 대학생활, 적응, 비전, 설계, 공통기초필수, 운영, 대학생활, 적응, 상담]"
"23936","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영, 학번, 이후, 학생, 졸업, 필수, 조건, 학점, 취득, 신입, 대학생활, 적응, 학업계획, 비전, 수립, 지도교수, 유대, 강화, 영역, 이해, 자기, 이해, 정체, 확립, 소통, 대인, 관계, 형성, 미래, 비전, 설계, 취업률, 향상, 제고]"
"23937","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 비전, 설계, 도움, 공통기초필수, 운영, 신입, 대학생활, 적응, 학업계획, 비전, 수립, 지도교수, 유대, 강화, 영역, 이해, 자기, 이해, 정체, 확립, 소통, 대인, 관계, 형성, 미래, 비전, 설계, 취업률, 향상, 제고]"
"23938","[대학생활, 비전, 설계, 교수, 학생, 원활, 소통, 신입생, 대학생활, 적응, 전설, 도움, 공통기초필수, 운영]"
"23940","[학부, 신입생, 대학생활, 전반, 소개, 진로, 지도, 학부, 생활, 필요, 소양, 전반, 내용, 토론, 진행, 교양, 도서, 소개, 자신, 비젼, 에세이, 작성, 자신, 비젼, 논리, 비판, 총체, 사고, 분석, 분석, 바탕, 자신, 대학생활, 철학, 신념, 진행]"
"23941","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
"23944","[공통, 기초, 필수, 신입생, 대학생활, 적응, 이해, 바탕, 진로비전, 설계, 신입생, 전공교수, 학습자소그룹, 내외, 소통, 이해, 분야, 현장, 요구, 역량, 진로, 비전, 설계, 대학생활, 적응, 이해, 기초, 중심, 교수, 방법, 바탕, 협동, 필요, 역량, 문제해결능력, 함양, 사회, 스킬, 신입생, 자기, 이해, 교수자-학습자, 학습자-학습자, 학습자-학습환경, 소통, 이해, 대학생활, 적응, 능동, 진로, 비전, 설계, 수강, 수강, 역량, 함양, 기대, 교수, 방법, 이해, 구성, 진행, 방식, 역할, 구체, 설명, 소그룹, 공동체, 의미, 이해, 공동체, 활동, 적극, 현장, 특성, 구조, 문제, 해결, 자기, 주도, 계획]"
